Business Name,City,State,ZIP,ZIP 4,Key Executive,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,County Name,County Population,Metro Area,Latitude,Longitude,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,NAICS,NAICS Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Business Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,Franchise Type
PetSmart,Mililani,HI,96789,2900,Manager,Male,99,"53,000","$21,796,652 ",Honolulu,"25,000 to 49,999","Urban Honolulu, HI",21.453842,-158.004749,Pet Food & Supply Stores,Branch,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.petsmart.com,No,2012,92,21796652,21796652,21796652,0,0,99,99,99,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Napa,CA,94558,3437,,,99,"46,073","$21,779,386 ",Napa,"50,000 to 99,999","Napa, CA",38.3214093,-122.3017867,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,92,21779386,21779386,21779386,0,0,99,99,99,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Atlanta,GA,30328,5532,Manager,Unknown,120,"190,000","$21,764,832 ",Fulton,"250,000 to 499,999",Atlanta-Sandy Springs-Alpharet,33.92001,-84.362192,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,21764832,21764832,21764832,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Tallahassee,FL,32305,7886,Manager,Female,120,"190,000","$21,714,408 ",Leon,"100,000 to 249,999","Tallahassee, FL",30.373732,-84.292185,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,21714408,21714408,21714408,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Hy-Vee,Winterset,IA,50273,1231,Executive Officer,Female,120,"85,000","$21,689,196 ",Madison,"Up to 24,999","Des Moines-West Des Moines, IA",41.3426726,-94.0126566,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.hy-vee.com,No,2015,94,21689196,21689196,21689196,0,0,120,120,120,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Sonoma,CA,95476,6551,Office Manager,Unknown,99,"46,073","$21,669,714 ",Sonoma,"Up to 24,999","Santa Rosa-Petaluma, CA",38.291587,-122.4667685,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,100,21669714,21669714,21669714,0,0,99,99,99,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Pet Food Express,Oakland,CA,94621,1304,Owner,Male,99,99,"$21,520,442 ",Alameda,"250,000 to 499,999",San Francisco-Oakland-Berkeley,37.740078,-122.191559,Pet Food & Supply Stores,Headquarters,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.petfoodexpress.com,No,1986,100,21520442,21520442,21520442,0,0,99,99,99,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
That Fish Place That Pet Place,Lancaster,PA,17603,4091,Chief Technology Officer Chief,Male,218,,"$21,468,640 ",Lancaster,"50,000 to 99,999","Lancaster, PA",40.047972,-76.39159,Amusement & Recreation Services,,,No,7999001,Amusement & Recreation Services,711219,Other Spectator Sports,No,100 to 499,Private,No,"10,000 to 49,999",www.thatpetplace.com,No,1974,100,21468640,21468640,21468640,0,0,218,218,218,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",
Marc's,North Ridgeville,OH,44039,3160,Office Manager,Male,127,"6,600","$21,411,654 ",Lorain,"25,000 to 49,999","Cleveland-Elyria, OH",41.396668,-82.004147,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.marcs.com,No,,97,21411654,21411654,21411654,0,0,127,127,127,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Lee Mar Aquarium & Pet Supplies,Vista,CA,92081,8421,Chief Marketing Officer,Male,100,,"$21,384,420 ",San Diego,"50,000 to 99,999",San Diego-Chula Vista-Carlsbad,33.15127,-117.219813,Pet Food & Supply Stores,,,Yes,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.leemarpet.com,No,1973,100,21384420,45528120,45528120,-53.03,-53.03,100,100,100,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
International Pet Supplies & Distribution Inc,San Diego,CA,92121,2270,Manager,Male,100,,"$21,384,420 ",San Diego,"500,000 or more",San Diego-Chula Vista-Carlsbad,32.889548,-117.171377,Pet Food & Supply Stores,,,No,5999005,Pet Food & Supply Stores,453910,Pet and Pet Supplies Stores,No,25 to 99,Private,No,"10,000 to 49,999",www.rhino-linings.com,No,1991,100,21384420,21384420,21384420,0,0,100,100,100,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Marc's,Lorain,OH,44055,3133,,,126,"6,600","$21,243,058 ",Lorain,"50,000 to 99,999","Cleveland-Elyria, OH",41.418674,-82.149741,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.marcs.com,No,,97,21243058,21243058,20686957,0,2.69,126,126,126,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Jewel-Osco,Riverside,IL,60546,1591,Executive Officer,Male,200,"27,647","$21,238,000 ",Cook,"Up to 24,999","Chicago-Naperville-Elgin, IL-I",41.8475453,-87.804006,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Chicago,IL,60649,3999,,,200,"27,647","$21,238,000 ",Cook,"500,000 or more","Chicago-Naperville-Elgin, IL-I",41.7582969,-87.5877213,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,2010,97,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Glenview,IL,60025,1774,Executive Officer,Male,200,"27,647","$21,238,000 ",Cook,"25,000 to 49,999","Chicago-Naperville-Elgin, IL-I",42.10011409,-87.79880071,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Barrington,IL,60010,3440,Office Manager,Female,200,"27,647","$21,238,000 ",Lake,"Up to 24,999","Chicago-Naperville-Elgin, IL-I",42.155256,-88.13764,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Rolling Meadows,IL,60008,1818,Executive Officer,Male,200,"27,647","$21,238,000 ",Cook,"Up to 24,999","Chicago-Naperville-Elgin, IL-I",42.079046,-88.017582,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Des Plaines,IL,60018,1544,Executive Officer,Male,200,"27,647","$21,238,000 ",Cook,"50,000 to 99,999","Chicago-Naperville-Elgin, IL-I",42.025843,-87.895612,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel Osco,Streamwood,IL,60107,2948,Manager,Male,200,"27,647","$21,238,000 ",Cook,"25,000 to 49,999","Chicago-Naperville-Elgin, IL-I",42.011324,-88.177846,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Mount Prospect,IL,60056,1315,Office Manager,Female,200,"27,647","$21,238,000 ",Cook,"50,000 to 99,999","Chicago-Naperville-Elgin, IL-I",42.0870181,-87.9329037,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Arlington Heights,IL,60005,1432,,,200,"27,647","$21,238,000 ",Cook,"50,000 to 99,999","Chicago-Naperville-Elgin, IL-I",42.083985,-87.985039,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,0,0,0,0,200,,,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco Division,Itasca,IL,60143,1224,President,Male,200,200,"$21,238,000 ",Dupage,"Up to 24,999","Chicago-Naperville-Elgin, IL-I",41.9852251,-88.0078739,Restaurants,Subsidiary,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,1899,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Jewel-Osco,Naperville,IL,60563,3154,Executive Officer,Male,200,"27,647","$21,238,000 ",Dupage,"100,000 to 249,999","Chicago-Naperville-Elgin, IL-I",41.787017,-88.14515,Restaurants,Branch,,No,5812001,Restaurants,722511,Full-Service Restaurants,No,100 to 499,Private,No,"50,000 or more",www.jewelosco.com,No,,100,21238000,40564580,40564580,-47.64,-47.64,200,200,200,0,0,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",
Publix Super Market,Aiken,SC,29803,7698,Manager,Male,125,"190,000","$21,193,838 ",Aiken,"25,000 to 49,999","Augusta-Richmond County, GA-SC",33.5126063,-81.7152214,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,100,21193838,21193838,21193838,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,San Jose,CA,95129,3068,Manager,Male,94,"46,073","$21,106,722 ",Santa Clara,"500,000 or more",San Jose-Sunnyvale-Santa Clara,37.3096508,-122.0117473,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,100,21106722,21106722,21106722,0,0,94,94,94,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Publix Super Market,Homosassa,FL,34448,2601,Manager,Male,125,"190,000","$20,983,738 ",Citrus,"Up to 24,999","Homosassa Springs, FL",28.804646,-82.577993,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.publix.com,No,,97,20983738,20983738,20983738,0,0,125,125,125,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Oakland,CA,94619,2363,,,94,"46,073","$20,982,840 ",Alameda,"250,000 to 499,999",San Francisco-Oakland-Berkeley,37.798371,-122.18267,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,100,20982840,20982840,20982840,0,0,94,94,94,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Oakland,CA,94611,2817,Manager,Male,94,"46,073","$20,982,840 ",Alameda,"250,000 to 499,999",San Francisco-Oakland-Berkeley,37.8254447,-122.2089343,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,100,20982840,20982840,20982840,0,0,94,94,94,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Super Stop & Shop,Revere,MA,2151,4006,Manager,Unknown,100,"61,000","$20,977,530 ",Suffolk,"50,000 to 99,999","Boston-Cambridge-Newton, MA-NH",42.399491,-70.999287,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.stopandshop.com,No,,100,20977530,20977530,839101,0,2400,100,100,4,0,2400,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Safeway,Kensington,MD,20895,2401,Office Manager,Male,94,"46,073","$20,921,796 ",Montgomery,"Up to 24,999",Washington-Arlington-Alexandri,39.0279947,-77.0753181,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.safeway.com,No,,100,20921796,20921796,20921796,0,0,94,94,94,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Marc's,Eastlake,OH,44095,4609,Office Manager,Male,124,"6,600","$20,905,867 ",Lake,"Up to 24,999","Cleveland-Elyria, OH",41.636099,-81.475029,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.marcs.com,No,2011,97,20905867,20905867,20905867,0,0,124,124,124,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Seffner,FL,33584,8359,Manager,Unknown,110,"48,301","$20,904,950 ",Hillsborough,"Up to 24,999",Tampa-St. Petersburg-Clearwate,27.98176713,-82.30927364,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,1988,100,20904950,20904950,20904950,0,0,110,110,110,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Tampa,FL,33607,,,,110,"48,301","$20,904,950 ",Hillsborough,"250,000 to 499,999",Tampa-St. Petersburg-Clearwate,27.97552,-82.48491528,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,,100,20904950,20904950,20904950,0,0,110,110,110,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
Winn-Dixie,Largo,FL,33771,2404,Manager,Unknown,110,"48,301","$20,904,950 ",Pinellas,"50,000 to 99,999",Tampa-St. Petersburg-Clearwate,27.917931,-82.761816,Grocery Stores,Branch,,No,5411001,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,No,25 to 99,Private,Yes,"10,000 to 49,999",www.winndixie.com,No,2008,100,20904950,20904950,20904950,0,0,110,110,110,0,0,"$25,000 to $99,999","$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",Chain Location
